Company Name,Job Name,Work Shift and Experience,Localisation,Publish Date,More Info,Additional Information
Importante entreprise,              Data analyst                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10076414-data-analyst,"Taches :Préparation et visualisation des données Rassembler, nettoyer et organiser les données provenant de diverses sources, préalablement préparées par le Data Engineer et/ou le Data Scientist. Veiller à la qualité et à l'intégrité des données utilisées dans les analyses. Veiller à ce que toutes les analyses et tous les rapports soient conformes aux normes et réglementations telles que les réglementations sur la protection des données. Documenter clairement les processus, les règles de gestion et les résultats pour faciliter le transfert de connaissances et la reproduction des travaux par d'autres. Interprétation des résultats d’analyse et identification des tendances. ravailler en collaboration avec les parties prenantes pour comprendre leurs besoins spécifiques. Concevoir et développer des dashboards interactifs répondant aux exigences métier. Assurer la qualité et la précision des données présentées dans les dashboards. Mettre en œuvre des contrôles de qualité pour garantir la fiabilité des informations affichées. Formation et Support aux Utilisateurs : Former les utilisateurs finaux à l'utilisation des dashboards.  Fournir un support continu pour résoudre les problèmes techniques et répondre aux questions des utilisateurs. Prérequis du profil  :   Diplôme d’ingénieur, de commerce ou équivalent avec plus de 5 ans d’expérience dans des projets similaires Maitrise de l’outil Jira, la méthodologie Scrum Explore, Visualise, Développe des Tableaux de Bord et interprète les données afin de fournir des insights Maitrise des outils data visualisation (Power BI ouTableau) et des recommandations Expérience significative dans la production de dashboards interactifs. Equipe Data Autres parties prenantesHard skills Maitrise de la chaine de production data ( Entrepots/stockage, agrégation des données, prédictifs, reporting…) Fortes capacités en communication et en organisation Hard skills :Développement d’IA / ML Architecture data Data visualisation Analyse de données Leadership Management des personnes Data management Vision business"
Importante entreprise,              Data Scientist                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10076413-data-scientist,"Tâches : Analyse du besoin métier : Analyser profondément les besoins métier afin d'identifier les problématiques clés nécessitant une intervention en data science Traduire les besoins métier en objectifs clairs et définir des critères de succès mesurables pour les projets de data science (ROI) Préparation et modélisation de données massives Collecter, nettoyer et préparer les données pour l'analyse. Travailler en collaboration avec les Data Engineers pour assurer la disponibilité et la qualité des données Développement d’algorithmes et modèles Utiliser des techniques avancées d'analyse statistique, d'apprentissage automatique et d'exploration de données pour extraire des informations significatives à partir des données. S’appuyer sur de la R&D pour amener des nouvelles méthodes et outils dans le domaine de la science des Comprendre le besoin métier et identifier le modèle ou analyse permettant d’y répondre.  Concevoir, développer et mettre en œuvre des modèles descriptifs, prédictifs ou prescriptifs pour résoudre des problèmes métier complexes. Accompagner le métier dans l’exploitation des résultats et recommandation générés par les modèles Prérequis du profil : Diplôme d’ingénieur, de commerce ou équivalent avec plus de 5 ans d’expérience dans des projets similaires Maitrise de l’outil Jira, la méthodologie Scrum Analyse les données, développe des modèles prédictifs ou descriptifs et utilise des algorithmes avancés Expérience avec les technologies Big Data telles que Hadoop, Spark, ou d'autres pour en extraire la valeur Equipe Data Autres parties prenantes  Excellente maîtrise de langages tels que Python et expertise dans le traitement des bibliothèques statistiques Maîtrise des frameworks iA tels que scikit-learn, TensorFlow, PyTorch, LLMs, …  Fortes capacités en communication et en organisationHard skills :Développement d’IA / ML Architecture IT Data Visualisation Analyse de donnéesLeadership Management des personnes Data management Vision business"
Entreprise anonyme,              Chargé Back Office Agence                    , Confirmé / Expérimenté (3 à 5 ans),"Constantine, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/constantine/10076412-charge-back-office-agence,"Grande Banque en plein de développement recrute sur tous le territoire national :Chargé Back Office AgenceMissions principales :Exécuter, saisir et enregistrer au niveau des agences toutes les opérations et transactions, dinars et devises, de la banque dans le plus strict respect des procédures , réglementations en vigueur et délais impartis.PRINCIPALES RESPONSABILITÉS :OPÉRATIONS BANCAIRES DINARSProcéder au traitement et suivi de toutes les opérations bancaires des clients de la banque, particuliers ou commerciaux, dans le plus strict respect des procédures, réglementations bancaires et délais impartis.Exécuter et saisir toutes les opérations de télé compensation, virements et chèques (Aller/Retour) dans le plus strict respect des délais et réglementations bancaires en vigueurAdministrer et assurer toutes les opérations relatives aux chèques, de la personnalisation à la déclaration d'opposition, jusqu'à la délivrance, dans le plus strict respect de la réglementation bancaire en vigueur.Enregistrer et suivre les avis à tiers détenteurs (ATD) et saisies arrêts, dans le plus strict respect de la réglementation en vigueurAssurer le suivi et l'enregistrement (numérisation et envoi à la Télé compensation) du recouvrement des créances contentieuses et appoints impayés remis par la clientèleOPÉRATIONS BANCAIRES DEVISESSupporter toutes les opérations de commerce extérieur de la banque en traitant, saisissant et enregistrant toutes les opérations et transferts validés, dans le plus strict respect des procédures et réglementations en vigueur.Vérifier et Contrôler systématiquement si le client admis n'est pas interdit de domiciliation, et les conformités et authenticités documentaires (CREDOC, RUU)Saisir et Suivre les remises documentaires et tous les ordres de transfert devises vers l'étrangerÉtablir quotidiennement la journée Bourse et les déclarations quotidiennes à la balance des paiements de la Banque d'AlgérieContrôler la conformité des factures (doublons), Suivre les encaissements et Saisir les règlements définitifsProcéder au contrôle documentaire et à la collection des documents légaux réglementaires nécessaires à l'apurement des dossiersGESTION ADMINISTRATIVEMAÎTRISE DOCUMENTAIRE & REPORTINGProfil recherchéBac + 4 De formation : Finance / Comptabilité / Gestion / ESB / CommerceExpérience : 02 ansUn esprit de synthèse et d’analyseLe sens des responsabilités.AutonomieIntégritéCuriosité professionnelleSens relationnelAvantage :Rémunération motivante (Salaire Fixe + Prime de Performance).Plan de carrière et de développement personnel adapté à la compétence et aux perceptives d’évolution.Divers avantages sociaux."
SNB SPA,              Responsable laboratoire                    , Manager / Responsable département (6 à 10 ans),"Oran, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/10076411-responsable-laboratoire,"Groupe industriel multinational opérant dans le secteur de l’industrie agroalimentaire des boissons alcoolisées, recrute pour ses opérations dans la région d’Oran un responsable laboratoireMissions :  Planifier et mettre en place les analyses de contrôle en gérant les moyens humains et matériels nécessaires à leur réalisation dans le respect des plans de contrôle groupe, normes groupe, la réglementation et des règles d'hygiène et sécurité. Activités / tâches : Veiller au bon fonctionnement du service par une gestion rationnelle      des moyens humains et matériels mis à sa disposition  Assurer la formation du personnel de service laboratoire.   Veiller au respect de la mise en œuvre des procédures, modes      opératoires, instructions de travail et plans d’analyses.  Veiller au respect des exigences légales et réglementaires lors de la      vérification de la conformité des produits  Planifier et suivre la réalisation des mesures et analyses et      interpréter les résultats  Réaliser toute étude nécessaire à l’amélioration des procès et/ou à la      demande de la direction (étude de la capabilité /rétention CO2, indice      qualité d’usine…etc.) Veiller au respect des bonnes pratiques d’hygiène lors de prélèvement      des échantillons.  Réaliser les tests et assiste ses subordonnées en cas de nécessité.  Assurer le suivi de la gestion des produits non conformes.  Assurer la libération des produits  Établir les rapports quotidiens, mensuels et rend compte aux      responsables concernés de toutes situations anormales.  Développer les plans d’actions correctives et préventives avec les      parties concernés pour l’amélioration continue de la qualité et la      sécurité des denrées alimentaires.  Veillez au respect de la maitrise des documents relatifs au service      laboratoire.   Suivre la gestion des équipements et du consommable du laboratoire      (étalonnage, préparation et conservation des réactifs).  Organiser le travail de personnel de laboratoire  Traiter et analyser les réclamations clients en cas de retour du      marché.  Assurer la mise en service des équipements du laboratoire.  Assurer la formation à l’utilisation de tous nouveaux équipements  Assurer l’étalonnage des équipements et le respect de la fréquence      d’étalonnage  Qualification :Niveau d’étude :   Licence Sciences Alimentaires, biochimie, microbiologie, chimie, contrôle qualité Et expérience : +3 ans dans le contrôle qualité (agroalimentaire) Savoir-faire : Maitrise de classement, isolement des micro-organismes et faire des      cultures  Maitrise d’examinassions  des substances ou organismes      exposés à des contaminations   Connaissance des dangers liés à la sécurité des aliments    Connaissance de la chaîne de fabrication et les différents processus      qui la composent   Maîtrise des instruments de mesure nécessaires pour l’analyse des      échantillons :   Maîtrise des techniques de management   Connaissance des normes de santé et de sécurité au travail  Maitrise des techniques d'analyse physico-chimique (chromatographie,      spectrométrie, ...)  Maitrise des calculs statistiques   Maîtrise de la langue arabe et française   Maitrise de l’outil informatique MS office   Connaissance de la réglementation en relative à la microbiologie   Connaissance des normes environnementales   Maitrise des analyses, les dysfonctionnements et/ou les non-conformités        Connaissance scientifiques (biologie, mais aussi mathématiques,      traitement des eaux, physique et chimie)"
Aqua claire,              ingénieur en traitement des eaux                    , Confirmé / Expérimenté (Plus de 10 ans),"Birkhadem, Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/birkhadem/10076410-ingenieur-en-traitement-des-eaux,CONDITIONS EXIGEES :- Expérience professionnelle exigée- Apte au déplacement sur tout le territoire national- Lieux de travail : Birkhadem ALGER- Horaires de travail 16:30 8:30 - Transport à la charge de la personneSi vous avez une expérience professionnelle pertinent et que vous êtes désireux de rejoindre notre équipeN'hésitez pas à nous contacter par message privé pour obtenir de plus amples informations sur cette opportunité.AquaClaire est une entreprise spécialisée dans le développement de solutions innovantes et durables pour le traitement de l'eau. Rejoignez-nous et contribuez à relever les défis majeurs liés à l'eau en Algérie.
Importante entreprise,              Data Engineer                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10076409-data-engineer,"Taches :  Conception et Implémentation des Pipelines de Données : Concevoir et mettre en œuvre des pipelines de données pour collecter, transformer et intégrer les données provenant de différentes sources (bases de données, fichiers, API, etc.). Concevoir et développer des solutions d'intégration dans les deux types de plateformes cloud et on-premise. Développer et maintenir des systèmes de gestion de bases de données et des entrepôts de données pour stocker et organiser les données de manière efficace. Collaborer avec les équipes IT pour assurer la bonne application des règles métier et le respect des réglementations lors de la collecte et de la transformation des données Identifier les besoins en données et compléter le socle dans le cadre des projets Data. Qualité de données et maintenance des systèmes :Assurer la qualité, l'intégrité et la sécurité des données en mettant en place des contrôles et des processus Optimiser les performances des systèmes de données pour répondre aux besoins d'analyse et de reporting en temps réel. Documenter clairement les processus, les méthodes et les résultats pour faciliter le transfert de connaissances et la reproduction des travaux par d'autres. Développer et maintenir des plans de reprise en cas d'incident pour assurer la disponibilité constante des donnéesParticiper à l'évaluation et à l'adoption de nouvelles technologies et outils liés à l'ingénierie des données.Prérequis du profil : Diplôme d’ingénieur, de commerce ou équivalent avec plus de 5 ans d’expérience dans des projets similaires Maitrise de l’outil Jira, la méthodologie Scrum Conçoit, construit et maintient les infrastructures et les pipelines de données pour collecter, transformer et - Maîtrise des langages de programmation tels que Python, Java, scala, ou d'autres langages stocker efficacement les données, Expérience dans l'utilisation de frameworks de traitement des données tels que Apache Spark pour effectuer des transformations complexes et gérer de grands ensembles de données. Expérience dans la mise en œuvre de solutions sur des plateformes cloud telles que AWS, Azure, ou Google Cloud. Fortes capacités en communication et en organisation appropriés. Hard skills :Développement d’IA / ML Architecture IT Développement informatiqueAnalyse de données Leadership Management des personnes Data management Vision business"
Importante entreprise,              Directeur D’agence                    , Confirmé / Expérimenté (Plus de 10 ans),"Mostaganem, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/mostaganem/10076408-directeur-d-agence,"Une importante Société dans le domaine de la logistique et activité maritime sise à Alger recrute son pour son agence à MOSTAGANEM  « Directeur D’agence » Mission principale : Planifier, coordonner et superviser le déroulement des opérations portuairesActivités principales :Participer à la politique générale de l’entreprise et garantir la mise en application des objectifs définis par la direction.Représenter la société et ses clients auprès des différents services portuaires, sécuritaires et administratifs tout en veillant à toujours protéger au mieux les intérêts de ses derniers.S’assurer de la bonne conduite des escales par les équipes tant sur le plan financier, opérationnel, de communication et documentaire.Veiller à ce que le traitement des escales se fasse en respect de diverses règlementations en vigueur, des us et coutumes du métier et des instructions des clients de la société.S’assurer de la rentabilité des escales tant pour la société que pour ses clients.Veiller à ce que la manutention des marchandises soit effectuée avec les équipements adéquats et selon des standards reconnus.Maintenir la communication avec les différents intervenants (armateurs/opérateurs, transitaire, chargeurs, réceptionnaire, …etc)Maintenir une veille permanente et informer régulièrement sa hiérarchie des activités de la concurrence.Établir et veiller à l’exécution de la stratégie de prospection et de développement commercial.S’assurer de la satisfaction des demandes de services émises par le bord par des prestataires dument qualifiés.Rendre compte à sa hiérarchie de l’activité de l’agence et des plans de développement commercial.Superviser le travail des équipes  et assurer une exploitation optimale des ressources humaines mises à sa disposition.Profil : Minimum licence (bac +03) filière technique, logistique ou Anglais.Expérience avérée dans le domaine maritimeCompétences techniques : Maitrise des liner terms/IncotermsMaitrise de la règlementation nationale et internationale régissant les activités portuaires et maritimesBonne expression orale et écrite en Français et en anglaisMaitrise des logiciels informatiques : Word, Excel, Power Point, Internet etc.Bonne capacité rédactionnelleAptitudes professionnelles :  Vision stratégique Capacité à déléguer Stabilité émotionnelle Force de proposition et de conviction Capacité à prioriser Leadership"
Eurl Belazzoug Investment Group Contact,              Téléconseillers                    , Débutant / Junior (Moins d’un an),"Hussein Dey, Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/hussein-dey/10071767-teleconseillers,"EURL BELAZZOUG INVESTMENT GROUP CONTACT, entreprise d’envergure et spécialisée dans la gestion de la relation client.
Nous rejoindre, c’est intégrer une entreprise dynamique dans laquelle vous pouvez faire carrière. Dans le cadre de notre développement continu, nous recrutons des conseillers clients à Alger.
EURL BELAZZOUG INVESTMENT GROUP CONTACT, emploie énormément de collaborateurs répartis et travaillant sur plusieurs opérations avec des clients provenant de différents secteurs activités.
Missions du Poste :

Gérer des contacts clients relatifs à un produit ou un service sur un type d'activité à orientation commerciale
Prospection et vente
Maîtriser le « brief » produit ; appréhender les spécificités techniques, les argumentaires et les avantages Produit
Conseiller les clients ou prospects sur les produits et/ou services proposés
Réaliser la vente de produits et/ou services dans le respect de la règlementation en vigueur
Assurer le suivi des contacts et des dossiers clients (saisie d'informations, compte-rendu du contact…) via la base de données

Profil recherché :

Parfaite maîtrise de la langue française.
Fibre commerciale.
Dynamisme.
Forte motivation.
Goût du challenge.
Résistance au stress.
Esprit d’équipe.
Sens des responsabilités.
Capacité d’écoute.
Aisance verbale et rédactionnelle.
Maîtrise de la bureautique et de la téléphonie.

 
Avantages du Poste :
Parcours de formation et perspectives d’évolution

Cadre de travail agréable,
Rémunération attractive : Salaire fixe + primes de productivité

Lieu de travail :

 Hussein Dey 


Vous souhaitez vous investir dans un métier d'avenir et évoluer dans un cadre épanouissant.
Facebook : https://www.facebook.com/bigcontactdz/"
Alsev,              superviseur HSE                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10076406-superviseur-hse,"Détection des risques au niveau du chantierFormation et sensibilisation sur l’hygiène et sécurité et/ou l’environnementMise en œuvre des programmes d’hygiène et sécurité, de prévention des accidents et/ou de protection de l’environnementProposition d’améliorations et/ou d’évolutions dans le domaine de l’hygiène et sécurité et/ou de l’environnementRédaction de tout ou partie d’audits hygiène et sécurité et/ou environnement interne et externe par rapport à la réglementation et aux procéduresRédaction de tout ou partie des fiches de sécurité au poste de travailCollecte des fiches sécurité chantier.Application de la législation et des règles d’hygiène et sécurité et/ou environnement et mise en œuvre des normesRéalisation d’auto-inspections HSE dans les zones de travail"
CEPRO,              Délégué Commercial EL OUED                    , Confirmé / Expérimenté (3 à 5 ans),"El Oued, El Oued, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/el-oued/el-oued/10076403-delegue-commercial-el-oued,"A propos de nous
CEPRO SPA - Cellulose Processing est une entreprise appartenant a un groupe international spécialisée dans la production et la commercialisation d'articles d'hygiène.
Notre siège social est situé à Alger, et l’usine de production est sise à la zone d’activité de Tassala El Merdja, circonscription administrative de Birtouta, wilaya d’Alger.Créée en l'an 2000, CEPRO est un des acteurs principaux dans sa catégorie en Algérie, elle offre des produits de qualité adaptés aux consommateurs à des prix accessibles à tous les budgets.
Vous serez en charge de :


Assurer un contact régulier et qualitatif avec l’ensemble des clients du secteur;


Prospecter des nouveaux clients et fidéliser ceux qui sont déjà acquis;


Assurer la réalisation des objectifs de ventes et de distribution;


Collecter toute information en rapport à l’activité de la société par des visites régulières de son portefeuille client;

Se tenir informé de l’évolution de l’environnement des points de vente de son secteur et transmet les statistiques relatives à celui-ci en l’occurrence les achats et part de marche des différents concurrent;


Orienter et aider le distributeur à gérer son business dans le sens de la rentabilité;

Identifier, analyser et mettre en œuvre les leviers de croissance de votre secteur;

Profil recherché : 


Ts/Licence ou équivalent dans le domaine du Marketing / Commercial.


Expérience professionnelle de 03 ans au minimum dans le domaine de la distribution


Justifiant d’une position régulière vis-à-vis du service national.


Permis de conduire catégorie léger.


Maîtrise de l'outil informatique: Word, Excel..."
Transsion Algeria,              Technicien de Réparation des Smartphones (Technicien en Electronique)                    , Confirmé / Expérimenté (3 à 5 ans),"Hydra, Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/hydra/10076402-technicien-de-reparation-des-smartphones-technicien-en-electronique,"Nous cherchons à recruter un    Technicien de réparation des smartphones (Technicien en électronique).    pour notre Service après-vente pour nos marque téléphonique INFINIX  , TECNO et ITEL.Missions :Suivre et diagnostiquer les différentes pannes.Cordonner avec le gestionnaire de stock.Effectuer des réparation soft et hard sur les téléphonesEffectuer le contrôle de qualité après la réparation.Profil :Expérience de 02 au 03 ans dans le Domaine de la réparation des smartphones préférablement au sein d’un SAV  .Formation en maintenance des smartphones ou licence en électronique. Connaissances de l’outil informatique ( Software Update, Flash….etc)Notions de base en langue Anglaise Lieu de Travail Hydra Alger"
ALCO Immobilière,              Architecte Désigner                    , Confirmé / Expérimenté (6 à 10 ans),"Ouled Fayet, Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/ouled-fayet/10076401-architecte-designer,"Résumé du poste :  L'Architecte Designer est responsable de la conception architecturale et esthétique des projets. Il travaille en étroite collaboration avec les ingénieurs et les autres membres de l'équipe pour créer des espaces fonctionnels, esthétiques et durables. L'Architecte Designer doit avoir une compréhension approfondie des principes architecturaux, des tendances de design et des normes de constructionResponsabilités :Conception architecturale :Élaborer des concepts de conception pour les projets, en tenant compte des besoins du client, des contraintes budgétaires et des exigences réglementaires. Créer des plans détaillés, des maquettes et des rendus pour illustrer les idées de conception.Collaboration et coordination :Travailler en étroite collaboration avec les clients pour comprendre leurs besoins et leurs attentes.Coordonner avec les ingénieurs, les entrepreneurs et d'autres parties prenantes tout au long du processus de conception et de construction.Recherche et veille :Suivre les tendances émergentes dans le domaine de l'architecture et du design.Effectuer des recherches sur les matériaux, les technologies et les méthodes de construction innovantes.Préparation de documents :Créer des documents de conception détaillés, y compris des plans, des spécifications et des devis.Assurer la conformité aux normes locales et aux réglementations en vigueur.Gestion de projet :Superviser le déroulement du projet, s'assurer du respect des délais et du budget.Résoudre les problèmes et les défis qui surviennent pendant le processus de conception et de construction.Communication :Présenter les concepts de conception aux parties prenantes.Communiquer efficacement avec l'équipe interne et les partenaires externes."
Entreprise anonyme,              Aide Comptable                    , Débutant / Junior (1 à 2 ans),"Ferdjioua, Mila, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/mila/ferdjioua/10076400-aide-comptable,"Missions du poste:Traitement et suivi des entrées en comptabilité Etablir les déclarations obligatoires et assurer la conformité légale avec le commissaire aux comptes Etablir les déclarations fiscales et le cas échéant juridiquesAssurer la relation avec les organisations fonctionnelles (notamment      pour informer et conseiller au sujet des processus comptables) et les      tiers (fournisseurs, clients, banque,…)Assurer-et améliorer-le processus de recouvrement des créances,      analyser les retards de paiementExigences du poste: Baccalauréat +4 dans le domaine de comptabilité, Finance     expérience de 01 à 02 ans"
GAM Assurances,              Directeur Contrôle Opérationnel                    , Cadre dirigeant (Plus de 10 ans),"Cheraga, Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/cheraga/10075019-directeur-controle-operationnel,"MISSION PRINCIPALES :   Contribuer à la réduction des risques liés au fonctionnement de l’entreprise et faciliter la continuité de ses activités en cas de problème majeur, par la mise en œuvre d’un dispositif de contrôle de son organisation et de ses processContribuer à la bonne gouvernance de l’entreprise en évaluant le degré de maîtrise des risques liés à son fonctionnement, la qualité de son dispositif de contrôle interne et l’efficacité de son organisation, ACTIVITES DU POSTE :Assurer les missions d’audit interne des structures        de la société,  Défendre les intérêts de la société en toute        circonstance,  Etablir la cartographie des risques financiers,        comptables et organisationnels,  Elaborer le plan annuel d'audit et les        orientations stratégiques en la matière,  préconiser les actions correctrices et les        recommandations, et en contrôler la bonne application,  coordonner les relations avec les auditeurs        externes,  Prévenir toutes fraudes, malversations et        autres actions préjudiciables aux intérêts de la compagnie,  Préparer les rapports de contrôle et d’audit        interne et les transmettre à la direction générale avec des        recommandations à l’appui,  Superviser, gérer et assurer la discipline des        auditeurs internes et des contrôleurs opérationnels placés sous son        autorité,  Préparer les programmes annuels de contrôle et        d’audit et les faire appliquer par les auditeurs et contrôleurs  Assurer le secrétariat du comité d’audit,  Assurer le contrôle opérationnel permanent du        réseau,  Soutenir et assister le réseau en matière de        gestion technique et financière,  Contribuer activement à la mise en place des guides de procédures de        gestion avec les autres directions centrales,  Veiller sur la conformité de récupération des        fonds inhérents aux encaissements et au recouvrement des créances sur        assurés dans les délais auprès du des délégations régionales et du        réseau,  Superviser les opérations d’inspection régionales,"
Entreprise anonyme,              Administrateur Système                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10076399-administrateur-systeme,"Grande Banque en plein de développement recrute :Administrateur SystèmeRattaché (e) au Chef Département Administration des Systèmes et Réseaux, il ou elle est chargée Administrer les systèmes et l'infrastructure IT de la banque afin de garantir la disponibilité et la continuité des services informatiques, dans le respect des procédures et normes en vigueur. Missions :·         Administrer, Maintenir la disponibilité des systèmes de la banque ;·         Mettre à jour et sécuriser les systèmes de la banque ;·         Intégrer les nouvelles plateformes nécessaires au développement de la stratégie de la banque ;·         Assurer la disponibilité et la sécurité des services ;·         Assurer la protection des systèmes de la banque ;·         Gérer les utilisateurs et les accès ;·         Assurer les restaurations du système ;·         Maintenir, simuler et optimiser le plan de restauration et de récupération en cas de désastre ;·         Participer et Contribuer à la rédaction et à l'amélioration continue des processus et procédures IT ;·         Etablir tous les reportings IT requis par la hiérarchie. Profil :·         Diplôme d’études supérieures en Informatique ;·         Expérience d’au moins cinq (3) années dans un poste similaire ou équivalent ;·         Maîtrise de l’Administration systèmes et Réseau/ Sécurité informatique ;·         Connaissance ITIL/ Gestion de Projet/ Architecture Systèmes ;·         Ayant un l’esprit d'équipe.Avantages :-          Rémunération motivante (Salaire Fixe + Prime de Performance).-          Plan de carrière et de développement personnel adapté à la compétence et aux perceptives d’évolution.-          Divers avantages sociaux.Vous êtes peut-être là où le candidat que nous recherchons.N’attendez Plus !"
Entreprise anonyme,              Technicien Helpdesk                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10076398-technicien-helpdesk,"Grande Banque en plein de développement recrute :Technicien HelpdeskRattaché (e) au Chef Département Administration des Systèmes et Réseaux, il ou elle est chargé(e) d’installer et gérer le parc des matériels et logiciels informatiques et en assure l’évolution et la maintenance. Il assiste les utilisateurs dans la mise en œuvre et l’exploitation de leur environnement informatique .Missions : ·           Gérer et maintenir le parc matériel (PC,   Imprimante et scanner) et optimiser son utilisation ; ·           Installer, mettre à jour et paramétrer le   système d’exploitation et les logiciels de l’environnement utilisateur ; ·           Assurer la protection des PC, Imprimante et   scanner de la banque contre toutes intrusions  ou virus externes ; ·           Veiller à la mise à jour constante des   systèmes et logiciels de sécurité ; ·           Contribuer à l'amélioration du support   technique ; ·           Gérer les tickets d’assistance et résoudre les   problèmes techniques ; ·           Assurer les restaurations et la maintenance du   système d'exploitation des PC de la banque ; ·           Maintenir, stimuler et optimiser le plan de   restauration et de récupération en cas de désastre ; ·           Participer et contribuer à la rédaction et à   l'amélioration continue des processus et procédures ; ·           Etablir tous les reportings IT ; ·           Veiller à la bonne documentation technique des   actions entreprises.Profil :·         Diplôme d’études supérieures en Informatique ;·         Expérience d’au moins (1) année dans un poste similaire ou équivalent ;·         Maîtrise de l’Administration systèmes et Réseau/ Sécurité informatique ;·         Connaissance ITIL/ Gestion de Projet/ Architecture Systèmes ;·         Ayant un l’esprit d'équipe.Avantages :-          Rémunération motivante (Salaire Fixe + Prime de Performance) ;-          Plan de carrière et de développement personnel adapté à la compétence et aux perceptives d’évolution ;-          Divers avantages sociaux.Vous êtes peut-être là où le candidat que nous recherchons.N’attendez Plus !"
CEVITAL Agro-Industrie,              Superviseur Projet Génie Civil                    , Confirmé / Expérimenté (3 à 5 ans),"Ouadhia, Tizi Ouzou, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/tizi-ouzou/ouadhia/10076397-superviseur-projet-genie-civil,"Missions du poste   Domaine 1 : Organisation et installation du chantier Participer à la préparation du plan d’implantation du chantier. Identifier les besoins du chantier en utilités et les moyens nécessaires.  Établir le PV de l’installation de chantier.  Renseigner et tenir à jour le registre de chantier et établir les rapports journaliers.Établir le PV de chantier avant le commencement de chaque nouvelle tâche.Travailler en étroite collaboration avec le coordinateur.  Prendre part aux réunion de travail avec les prestataire. Domaine 2 : Ordonnancement et planificationVeiller au respect de la qualité des travaux de génie civil réalisés et des délais d’exécution.  Identifier les causes des retards par rapport au planning et prévoir des plans de rattrapage, et les soumettre au coordinateur du projet.Transmettre toutes les informations des déroulements des travaux au service planning (planificateur).  Participer à des réunions de travail conformément au planning.Participer à l’identification et l’analyse des risques de chantier. Domaine 3 : Suivi d’exécution des travauxVeiller au respect des règles et consignes de sécurité et d’hygiène.  Veiller à la bonne exécution des travaux conformément au plan d’assurance qualité et signaler toute non-conformité. Vérifier toutes les pièces graphiques avant le démarrage des travaux de tout ouvrage.Faire un suivi rigoureux au cours de la réalisation des différentes opérations en assurant la continuité entre elles.Procéder à une vérification contradictoire lorsque le prestataire présente un attachement.Assurer une traçabilité de l’évolution des travaux sur le chantier (photos, documents....)  Soumettre au coordinateur du projet des travaux supplémentaires avant leurs réalisations pour validation.Rédiger et communiquer le rapport de chantier quotidiennement de tous les travaux effectués.  Élaborer les rapports en fin de travaux pour établissement des décomptes généraux définitifs.    Profil recherché  Ingénieur ou Master en  Génie Civil.Expérience minimum 03 ans dans le domaine du génie Civil. Compétences et qualités        Travailler en équipe  Très bonnes maitrise dans le génie civil et Connaissances dans le domaine de construction industrielle (charpente, chaudronnerie) et technique de construction   Connaissances dans le domaine d’entretien du patrimoineConnaissances en hygiène et sécurité dans le domaine de construction  Capacité d’adaptation, organisation, initiatives, sens de communication et relationnel, rigueur/Contrôle"
Entreprise anonyme,              Mécanicien                    , Confirmé / Expérimenté (3 à 5 ans),"Mila, Algérie", 23 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/mila/10076396-mecanicien,"Missions du poste:Contrôler, maintenir, tester ou régler toute la mécanique du poids lourds (boîte de vitesses, embrayage, moteur, suspensions…) dans le respect des normes du constructeur. Exigences du poste:   Technicien supérieur en mécanique, et trois ans d'expérience dans un poste similaire"
