Company Name,Job Name,Work Shift and Experience,Localisation,Publish Date,More Info,Additional Information
Bank ABC,              Responsable Service Opérations - Blida                    , Responsable d'équipe (3 à 5 ans),"Blida, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/blida/10075196-responsable-service-operations-blida,"Bank ABC Algeria, filiale du Groupe Arab Banking Corporation (BSC) Bahreïn et première banque internationale privée installée en Algérie depuis Septembre 1998, recrute : Responsable Service Opérations (H/F) Missions du poste : Vos missions, dans le cadre de de la stratégie de l’entreprise et des objectifs fixés, consistent à:Veille au niveau de sa sphère d’activité au bon déroulement des activités de l’agence;Encadre les délégués positionnés au back office;S’assure que toutes les opérations initiées par les délégués de l’agence sont conformes à la réglementation en vigueur et aux ordres de la clientèle;S’assure de la conformité et de la régularité des dossiers et des opérations;Participe à toutes les activités de l’agence;Participe à l’encadrement des délégués de l’agence;Assure le contrôle des opérations;  Profil recherché :Expérience d’au moins 2 ans dans un poste similaire;Diplôme Universitaire en Banque, Finance, Commerce (minimum Bac+4);Très bonne connaissance des opérations et produits bancaires;Très bonne connaissance de la réglementation bancaire;Maîtrise des langues arabe, française et anglaise;Maîtrise de l’outil informatique;  Avantages du poste :  Rémunération fixe attractive + Variable ; Évolution de carrière ; Plan de formation adapté aux perspectives d’évolution de la fonction.  Vous êtes peut être le candidat que nous recherchons, n’hésitez pas à nous envoyer votre CV en postulant à l'annonce."
Entreprise anonyme,              Chef de dépôt ( Magasinier )                    , Confirmé / Expérimenté (3 à 5 ans),"Setif, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/setif/10075194-chef-de-depot-magasinier,"Missions :Assurer la réception, préparation et/ou expédition des produits matière première et produits finis.Assurer l'entretien, l'hygiène et l'organisation du stock (respect et identification des  zones, création d'emplacements...)  Reporting quotidien (stock à jour)  Cogérer les inventaires des produits avec le gestionnaire de stock et le responsable production  Appeler à assurer des taches auxiliaires à son poste de travail ordonné par la hiérarchie dans le cadre des activités de l’entreprise   Profil recherché :  Niveau d'étude universitaire  ;Avoir au minimum une expérience de 3 ans et plus dans la fonction magasinier. Maitrise l’outil informatique. Rigueur, qualités relationnelles, adaptabilité, travail d’équipe et capacité d’engagement.Résidant à Sétif"
Sarl Properties management,              Technicien maintenance polyvalence                    , Confirmé / Expérimenté (3 à 5 ans),"Hydra, Alger, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/hydra/10075193-technicien-maintenance-polyvalence,"Technicien maintenance polyvalence (Peinture/plomberie/électricité/BA13)Détails des missions :Assurer la maintenance curative et préventive des matériels, des bâtiments et des équipementsRéaliser les premières interventions et diagnostics sur des installations d’électricité, climatisation, plomberie, serrurerie…Réparer ou remplacer des éléments défectueux et petits travaux tout corps d'étatAssurer le service et la relation utilisateur,Respect des règles HSE établies Compétences requises :Polyvalence, méticuleux et rigoureux ;Discipline et discrétionRythme de travail adapté aux conditions opérationnellesCommunication et sens de l’écoute Lieu de travail : HYDRAPermis de conduire"
Newrest  Algérie,              Gérant de Site                    , Confirmé / Expérimenté (3 à 5 ans),"Staoueli, Alger, Algérie...", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/staoueli/10073635-gerant-de-site,"Missions principales : Sous l’autorité du DOP ; il/ elle définit, contrôle et rend compte de la gestion des activités de l'établissement en animant et dirigeant une équipe de professionnels de la restauration collective ; Son but premier est de satisfaire sa clientèle à tout niveau (accueil, service, qualité de la cuisine)  Détails des missions : Veiller à l’application du contrat de restaurationGarantir l’atteinte des objectifs budgétaires et assurer la gestion administrative de votre établissement.Encadrer, former, organiser et coordonner le travail de votre équipe, en veillant à maintenir un bon climat de travail.Tenir à jour WinrestGérer au quotidien les effectifs et planningsVeiller sur le respect des commandes de marchandise.Veiller au respect des menus clients.Veiller au maintien de la bonne relation avec le client.S’assurer de la facturation correcte des prestations.Assurer le respect des règles et des consignes HSES’assurer de la formation du personnel et du partage des connaissancesManager et motiver ses équipesAssurer les formations safety de ses équipesVeiller à l’hygiène de son staff.Respecter et faire respecter les réglementations QHSE interneFaire respecter les dispositions environnementalesFaire respecter les dispositions santé et sécurité au travailVeiller au tri sélectifVeiller à la prévention des pollutionsVeiller à la prévention des accidentsEvaluer les collaborateurs   Compétences requises :    Autonomie et intégritéPolyvalence, méticuleux et rigoureux ;Communication et sens de l’écoute ;Gestion du stress et des priorités ;Sens du commandement et de leadership   Exigences du poste :     Diplômé d’une école en Hôtellerie Restauration, ou validation des acquis professionnel ou diplôme supérieur en management."
Newrest  Algérie,              Cuisinier                    , Confirmé / Expérimenté (3 à 5 ans),"Staoueli, Alger, Algérie...", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/staoueli/10073636-cuisinier,"Détail de la Mission  : Assurer la propreté des équipements et de la cuisine  et des  locaux ayant un lien direct avec sa mission.Suivre le plan de travail fixé par le chef de cuisine.Préparer les Hors d’œuvrePréparer l’ensemble des taillages et des découpages de base.Récupérer les déchets alimentaires.Signaler tout incident à la hiérarchie.Respecter les signalisations mises en place.Connaître la propriété des aliments au plan physique, culinaire et gustatif Implémenter les principales techniques de préparation et de cuisson des denrées Maitriser les préparations culinaires dans le respect des exigences des fiches techniques (grammage, délais, dressage…)Veiller aux règles de santé et sécurité au travail.Suivre les formation RSE programmer au sein de la société  Veiller à la réduction des déchésVeiller à la préservation des ressources naturelle (l’eau le gaz et l’électricité)"
Newrest  Algérie,              Agent Polyvalent (Cuisine)                    , Débutant / Junior (Sans expérience),"Staoueli, Alger, Algérie...", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/staoueli/10073987-agent-polyvalent-cuisine,"Missions principales : Commis de Cuisine /Agent Polyvalent assiste l’équipe de cuisine dans la préparation des réalisations culinaires, pain viennoiserie et la bonne tenue de la salle de restauration Détails des missions : Préparer le plan de travailProcéder au ravitaillement Préparer et dresser des mets simples froids ou chauds, sucrés ou salés par assemblage des différents éléments en respectant la fiche technique et les normes d’hygiène Assiste le boucher à la découpe des viandes et désossage des viandesMaîtriser les techniques de désossage et découpe des viandes Nettoyer et préparer la salle et/ou le comptoir de serviceEffectuer la mise en place de service (linge, couvert, verrerie, pain, boisson) Débarrasser et nettoyer les tables et/ou comptoir de serviceDébarrasser et nettoyer les plans de travail de la cuisinePréparer des boissons (café, thé) Fabriquer des pâtes (pâtes à crêpes, à pizzas…)    Compétences requises     Polyvalence, méticuleux et rigoureux ;Communication et sens de l’écoute ;Sens de l’initiative et de discrétion ;Gestion du stress et des priorités ;"
INAUSER,              Chargé Administration et Finance                    , Confirmé / Expérimenté (3 à 5 ans),"Hassi Messaoud, Ouargla, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/ouargla/hassi-messaoud/10075190-charge-administration-et-finance,"Mission principale: Le Chargé Administration et Finance sera responsable de la gestion administrative et financière de l'entreprise, contribuant ainsi à assurer la stabilité et la croissance économique de l'organisation. Responsabilités:Gestion financière:Superviser la comptabilité générale et assurer la tenue à jour des registres financiers.Élaborer les budgets annuels en collaboration avec les départements concernés.Suivre et analyser les performances financières, en produisant des rapports réguliers à la direction.Administration:Gérer les aspects administratifs courants, y compris la gestion des fournitures de bureau, l'organisation des déplacements, et la gestion des installations.Coordonner les activités liées à la gestion des ressources humaines, en collaboration avec le service RH.Facturation et recouvrement:Superviser le processus de facturation clients.Assurer le suivi des paiements et gérer les procédures de recouvrement le cas échéant.Conformité et réglementation:Veiller à ce que l'entreprise respecte toutes les lois et réglementations fiscales et financières en vigueur.Coordonner les audits internes et externes.Communication:Collaborer avec les départements opérationnels pour comprendre leurs besoins et les aider à atteindre leurs objectifs financiers.Fournir des rapports financiers clairs et des conseils aux parties prenantes internes.Compétences et qualifications:Diplôme en finance, comptabilité, gestion ou domaine connexe.Expérience préalable dans un rôle similaire souhaitée.Excellente connaissance des pratiques comptables et des lois fiscales.Maîtrise des outils informatiques, notamment des logiciels de comptabilité.Capacité à travailler de manière autonome et en équipe.Excellentes compétences en communication écrite et orale. Conditions de travail:Type de contrat: [ CDD.]Lieu de travail: [HASSI MESSAOUD]Régime: [Temps plein ]"
Entreprise anonyme,              Chauffeur livreur                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10075188-chauffeur-livreur,Chauffeur livreur
Entreprise anonyme,              Chauffeur livreur                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10075186-chauffeur-livreur,Chauffeur livreur
Entreprise anonyme,              Chauffeur livreur                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10075185-chauffeur-livreur,Chauffeur livreur
Entreprise anonyme,              Préparateur                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10075184-preparateur,Préparateur
SARL MANIMUS,"              Technicien Engins spécialisés en Diesel, Hydraulique et électricité                    ", Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074803-technicien-engins-specialises-en-diesel-hydraulique-et-electricite,"MISSIONS : · Effectuer la maintenance préventive des engins conformément aux recommandations du fabricant.· Diagnostiquer et résoudre les pannes mécaniques, électriques ou hydrauliques.· Réaliser des réparations et des remplacements de pièces défectueuses.· Effectuer des inspections régulières pour détecter les problèmes potentiels.· Documenter les résultats des inspections et proposer des actions correctives (rapport de mission détaillé).· Tenir des registres précis des interventions, des réparations et des pièces utilisées.· Préparer des rapports détaillés sur l'état des engins et les travaux effectués.· Exprimer le besoin en pèces de rechange à temps pour permettre au département d'approvisionnement l’acheminement rapide des pièces de rechange.· Communiquer efficacement avec les autres techniciens et les responsables d'équipes.COMPETENCES REQUISES :· Solides compétences en mécanique, électricité et hydraulique.· Capacité à diagnostiquer rapidement les problèmes et à proposer des solutions efficaces.· Connaissance des normes de sécurité et des procédures de maintenanceFORMATION ET EXPERIENCE :· Diplôme en mécanique, génie mécanique ou domaine connexe.· Expérience préalable en tant que technicien engins, de préférence dans le secteur des engins de construction.PROFIL RECHERCHE :  ·   Un diplôme technique dans le domaine.  ·   Excellentes connaissances en hydraulique,      pneumatique, électricité et électronique embarquée.  ·   Maitrise de la langue française.  ·   Maitrise de l’outil informatique (Excel, Word).  ·   Organisé, ordonné, imaginatif et habile.  ·   Sens de responsabilité, motivé, dynamique et      esprit d'initiative, art de communiquer, analyste et perspicace."
Importante entreprise,              Ingénieur OPC /Architecte spécialisé en management de projets de construction de bâtiments                    , Confirmé / Expérimenté (6 à 10 ans),"Oran, Oran, Algérie", 07 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/oran/10075182-ingenieur-opc-architecte-specialise-en-management-de-projets-de-construction-de-batiments,"« Bureau d’étude en Hydraulique, Environnement, Aménagement urbain et Bâtiment recherche ingénieurs OPC (Ordonnancement, Planification, Coordination) ou ingénieurs / architectes bâtiment (GC, CET, CEA) spécialisés dans la management / le pilotage / la coordination de projets pour piloter la construction d’une unité industrielle située dans la région d’Oran, à compter de février 2024 et ce jusqu’à juin 2025.Le candidat devra répondre aux conditions suivantes :Qualification : ingénieur OPC ou ingénieur / architecte GC / CET / CEA spécialisé en management de projets de construction bâtimentExpérience : supérieure à 7 ansDoit posséder des expériences similaires pour des bâtiments de type industrielsDevra faire preuve d’initiative et de pro-activité, apporter des solutions aux problématiques du projetAisance relationnelleParfaite autonomieMaîtrise du français (lu/écrit/parlé) : parfaiteMaîtrise de l’anglais (lu/écrit/parlé) nécessaireLieu de résidence : Oran de préférencePermis B indispensable »"
Sarl Tango,              Internal Communications Specialist                    , Confirmé / Expérimenté (3 à 5 ans),"Rouiba, Alger, Algérie", 06 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/rouiba/10074648-internal-communications-specialist,"TANGO Sarl cherche son/sa futur(e) Internal Communications Specialist.Poste : Internal Communications Specialist.Direction : General Management.Secteur d'activité : Brassicole.Localisation : Rouiba, Alger – Algérie.Type de contrat : CDI.Date de clôture des candidatures : 13/01/2024Date de début des entretiens : 21/01/2024. Que ferez-vous en tant que Internal Communication Specialist ? En tant Internal Communication Specialist, vous serez responsable de l'élaboration et l'exécution de stratégies de communication interne qui favorisent l'engagement des employés, encouragent une culture d'entreprise positive et s'alignent sur les objectifs et les valeurs de l'entreprise. Vous devrez vous assurer que les initiatives de l'entreprise, les faits marquants, les programmes et autres sont diffusés de manière efficace et appropriée auprès des collaborateurs et collaboratrices de l’entreprise. Parmi les responsabilités qui vous seront confiées, vous devrez notamment : Participer à l’élaboration de la stratégie de communication interne pour améliorer la compréhension par les employés de l'actualité, des objectifs et de la stratégie, des projets clés, du développement culturel et des changements au sein de l'entreprise.   Générer le contenu et la conception créative de toutes les campagnes internes de l'entreprise, Élaborer et mettre en œuvre les documents de communication destinés à la circulation interne. Tenir à jour le calendrier de tous les événements et annonces à l'échelle de l'entreprise.   Gérer le portail Workplace interne (approbation des messages, publication, alignement sur les autres canaux de communication) Travailler en étroite collaboration avec les RH sur l'activité d'engagement interne. Que recherchons-nous ?  Diplôme universitaire en communication, anglais, relations publiques, ournalisme ou dans une discipline connexe ;Expérience préalable d’au moins 2 ans dans l'élaboration de stratégies de communication ;Très bonne connaissance des principes, méthodologies et outils de communication outils de communication Compétences exceptionnelles en matière de communication - à la fois écrite et verbale en anglais Capacité à travailler de manière optimale dans un environnement très performant et compétitif ;Capacité à travailler efficacement et à établir des relations à tous les niveaux d'une organisation ;Prêt(e) à rejoindre notre équipe ? Lorque vous rejoignez la Sarl Tango, vous devenez membre de la communauté mondiale de Heineken, un endroit où la joie de vivre est une valeur fondamentale et où notre équipe a de réelles possibilités de développement professionnel et d'avancement, que ce soit au niveau local ou à l'échelle internationale.  C'est un endroit où vous pouvez tirer parti des connaissances et de l'expérience collectives de milliers de personnes, et où vous êtes encouragé à partager vos propres réussites, idées et solutions. Si vous aimez ce que vous avez lu et souhaitez explorer davantage cette opportunité, veuillez postuler avant la date de clôture indiquée en haut de l'annonce. Veuillez noter que nous pouvons fermer des postes vacants plus tôt si nous recevons un nombre important de candidatures, alors ne tardez pas !Nous nous réjouissons de recevoir votre candidature !                                                                                                    We are HEINEKEN !"
Sarl Tango,              Legal Manager                    , Confirmé / Expérimenté (6 à 10 ans),"Rouiba, Alger, Algérie", 06 Janvier,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/rouiba/10074671-legal-manager,"TANGO Sarl cherche son/sa futur(e) Brewing Operator.       Poste : Brewing Operator.  Direction : Supply Chain.  Secteur d'activité : Brassicole.  Localisation : Rouiba – Algérie.  Type de contrat : CDI.     Date de clôture des candidatures : 13/01/2024.  Date de début des entretiens : 21/01/2024.    Que ferez-vous en tant que Brewing Operator ?  Rattaché à la Direction Supply Chain et plus particulièrement au Brewing Shift Supervisor, votre mission en tant que Brewing Operator sera d’appliquer le programme de sécurité au quotidien, d’exploiter et d'exécuter les processus nécessaires à la fabrication de la bière de manière qualitative tout en améliorant les indicateurs clés de performance et en réduisant les pertes de production.Parmi les responsabilités qui vous seront confiées, vous devrez notamment :Travailler conformément aux normes de sécurité, de sécurité alimentaire et de durabilité telles que définies et appliquées par HEINEKEN.Assurer un approvisionnement en temps voulu de toutes les matières premières, matières auxiliaires et les produits de nettoyage et de désinfection sur leur lieu d’utilisation.Effectuer une inspection de base des matériaux pour être sûr que la qualité ne soit pas compromise.Contrôler la qualité du produit et du processus.Exploiter et exécuter tous les processus opérationnels de brassage sur la machine, conformément aux normes et procédures en vigueur.Gérer la documentation et les rapports en lien avec son domaine d’activité.   Que recherchons-nous ? Un TS ou un diplôme universitaire en Agronomie / Biologie / Technologies Alimentaire/ Chimie ;Une première expérience dans le domaine l’industrie du Food & Beverage et plus précisément dans le la gestion de la production FMCG serait un plus ;Une bonne maitrise de l’Excel ;Une bonne maitrise du Français, l’anglais serai un plus.    Prêt(e) à rejoindre notre équipe ?  Lorsque vous rejoignez la Sarl Tango, vous devenez membre de la communauté mondiale de Heineken, un endroit où la joie de vivre est une valeur fondamentale et où notre équipe a de réelles possibilités de développement professionnel et d'avancement, que ce soit au niveau local ou à l'échelle internationale.  C'est un endroit où vous pouvez tirer parti des connaissances et de l'expérience collectives de milliers de personnes, et où vous êtes encouragé à partager vos propres réussites, idées et solutions.     Si vous aimez ce que vous avez lu et souhaitez explorer davantage cette opportunité, veuillez postuler avant la date de clôture indiquée en haut de l'annonce.  Veuillez noter que nous pouvons fermer des postes vacants plus tôt si nous recevons un nombre important de candidatures, alors ne tardez pas !     Nous nous réjouissons de recevoir votre candidature !    We are HEINEKEN !"
